"sampling_agency","run_year","recovery_date","fishery","recovery_location_code","length","sampling_site","recovery_location_name","tag_code","estimated_number","hatchery_location_name","brood_year"
"CDFW",2015,20150530,10,"6MO      PPPS",665,"MNMO","PIGEON PT.-POINT SUR","60475",3.21,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150531,10,"6MO      PRPS",660,"SCMO","PT.REYES-PT.SUR","60475",3.21,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150608,10,"6MO      PPPS",659,"MNMO","PIGEON PT.-POINT SUR","60475",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150609,10,"6MO      PPPS",666,"MNMO","PIGEON PT.-POINT SUR","60475",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150618,10,"6MO      PSMB",661,"MRMA","POINT SUR-CA/MEX.BOR","60475",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150629,10,"6MO      PPPS",706,"MSMO","PIGEON PT.-POINT SUR","60475",2.58,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150717,10,"6MO      PPPS",667,"MSMO","PIGEON PT.-POINT SUR","60475",1.99,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150718,10,"6MO      PPPS",769,"SCMO","PIGEON PT.-POINT SUR","60475",1.99,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150812,10,"6MO      PPPS",726,"SCMO","PIGEON PT.-POINT SUR","60475",2.94,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150411,40,"6MO      FRPP",650,"PRSF","FORT ROSS-PIGEON PT","60475",2.23,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150509,10,"6MO      PRPP",695,"PRSF","PT.REYES-PIGEON PT.","60475",2.54,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150514,10,"6MO      PAPR",710,"BOSF","PT.ARENA-PT.REYES","60475",2.54,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150518,10,"6MO      SFPP",658,"SFSF","SPAN.FLAT-PIGEON PT.","60475",2.73,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150523,40,"6MO      FRPP",658,"BOSF","FORT ROSS-PIGEON PT","60475",2.21,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150523,10,"6MO      SFPR",655,"BOSF","SPAN.FLAT-PT.REYES","60475",2.73,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150527,10,"6MO      PAPR",665,"BOSF","PT.ARENA-PT.REYES","60475",2.73,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150531,10,"6MO      PAPP",661,"SFSF","PT.ARENA-PIGEON PT.","60475",2.73,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150531,10,"6MO      PAPR",707,"SFSF","PT.ARENA-PT.REYES","60475",2.73,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150623,10,"6MO      PAPR",763,"BOSF","PT.ARENA-PT.REYES","60475",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150625,40,"6MO      FRPP",651,"BESF","FORT ROSS-PIGEON PT","60475",2.82,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150627,10,"6MO      PRPP",656,"SFSF","PT.REYES-PIGEON PT.","60475",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150710,10,"6MO      PAPR",690,"FBSF","PT.ARENA-PT.REYES","60475",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150710,10,"6MO      PAPR",692,"FBSF","PT.ARENA-PT.REYES","60475",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150710,10,"6MO      PAPR",765,"FBSF","PT.ARENA-PT.REYES","60475",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150710,10,"6MO      PAPR",685,"FBSF","PT.ARENA-PT.REYES","60475",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150710,10,"6MO      PAPR",695,"FBSF","PT.ARENA-PT.REYES","60475",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150710,10,"6MO      PAPR",649,"FBSF","PT.ARENA-PT.REYES","60475",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150711,10,"6MO      PRPP",669,"SFSF","PT.REYES-PIGEON PT.","60475",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150712,10,"6MO      PAPR",755,"BOSF","PT.ARENA-PT.REYES","60475",1.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150801,40,"6MO      FRPP",759,"BESF","FORT ROSS-PIGEON PT","60475",3.71,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150819,10,"6MO      PAPR",656,"BOSF","PT.ARENA-PT.REYES","60475",3.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150821,40,"6MO      FRPP",690,"BESF","FORT ROSS-PIGEON PT","60475",3.76,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150822,10,"6MO      PRPP",725,"SFSF","PT.REYES-PIGEON PT.","60475",3.88,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150822,40,"6MO      FRPP",714,"SFSF","FORT ROSS-PIGEON PT","60475",3.76,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150911,40,"6MO      FRPP",780,"BESF","FORT ROSS-PIGEON PT","60475",4.12,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150911,10,"6MO      PRPP",743,"SFSF","PT.REYES-PIGEON PT.","60475",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150911,10,"6MO      PRPP",721,"SFSF","PT.REYES-PIGEON PT.","60475",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150912,10,"6MO      PRPP",640,"PRSF","PT.REYES-PIGEON PT.","60475",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150914,10,"6MO      PAPR",761,"BOSF","PT.ARENA-PT.REYES","60475",3.93,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150928,10,"6MO      PAPR",685,"BOSF","PT.ARENA-PT.REYES","60475",5.25,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20150930,10,"6MO      PRPP",840,"SFSF","PT.REYES-PIGEON PT.","60475",5.25,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151008,10,"6MO      PRPP",757,"SFSF","PT.REYES-PIGEON PT.","60475",5.3,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151009,10,"6MO      PRPP",724,"PRSF","PT.REYES-PIGEON PT.","60475",5.3,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151009,10,"6MO      PRPP",766,"BOSF","PT.REYES-PIGEON PT.","60475",5.3,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151009,10,"6MO      PRPP",788,"SFSF","PT.REYES-PIGEON PT.","60475",5.3,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151009,10,"6MO      PRPP",679,"SFSF","PT.REYES-PIGEON PT.","60475",5.3,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151015,10,"6MO      PRPP",731,"PRSF","PT.REYES-PIGEON PT.","60475",5.3,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151024,40,"6MO      FRPP",686,"SFSF","FORT ROSS-PIGEON PT","60475",3.12,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151103,50,"6FCSAAMN NBFH",575,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151109,50,"6FCSAAMN NBFH",791,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151109,50,"6FCSAAMN NBFH",657,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151109,50,"6FCSAAMN NBFH",815,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151116,50,"6FCSAAMN NBFH",844,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151116,50,"6FCSAAMN NBFH",793,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151116,50,"6FCSAAMN NBFH",794,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151116,50,"6FCSAAMN NBFH",826,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151116,50,"6FCSAAMN NBFH",731,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151112,50,"6FCSAAMN NBFH",636,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151112,50,"6FCSAAMN NBFH",825,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151112,50,"6FCSAAMN NBFH",851,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151112,50,"6FCSAAMN NBFH",863,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151112,50,"6FCSAAMN NBFH",848,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",802,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",795,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",785,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",785,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",794,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",829,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",847,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",766,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151117,50,"6FCSAAMN NBFH",718,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151116,50,"6FCSAAMN NBFH",784,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151116,50,"6FCSAAMN NBFH",745,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",753,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",876,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",786,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",709,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",786,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",715,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",823,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",765,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",775,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",840,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",808,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",805,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",750,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",800,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",811,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",726,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",782,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",812,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",787,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",757,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",795,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",799,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",705,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",912,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",795,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",783,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",735,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",908,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",645,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",863,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",847,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",761,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",823,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",770,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",857,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",775,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",787,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",840,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",910,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",744,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",753,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",708,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",808,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",825,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",760,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",719,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",829,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151203,50,"6FCSAAMN NBFH",827,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",805,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",730,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",747,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",747,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",775,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151130,50,"6FCSAAMN NBFH",853,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151119,50,"6FCSAAMN NBFH",759,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151119,50,"6FCSAAMN NBFH",814,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",826,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",802,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",802,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",718,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",840,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151119,50,"6FCSAAMN NBFH",857,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151119,50,"6FCSAAMN NBFH",718,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151119,50,"6FCSAAMN NBFH",762,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151119,50,"6FCSAAMN NBFH",853,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151119,50,"6FCSAAMN NBFH",726,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",775,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",797,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",706,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",821,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",743,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",720,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",777,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",775,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",840,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",816,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",760,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",726,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",778,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",899,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151125,50,"6FCSAAMN NBFH",730,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",817,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",814,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",868,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",767,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151124,50,"6FCSAAMN NBFH",768,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",834,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",774,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151123,50,"6FCSAAMN NBFH",869,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",745,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",765,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",708,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",793,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",725,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",795,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",805,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",725,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",710,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",673,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",800,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151207,50,"6FCSAAMN NBFH",753,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151210,50,"6FCSAAMN NBFH",850,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
"CDFW",2015,20151210,50,"6FCSAAMN NBFH",822,"NBFH","NIMBUS FISH HATCHERY","60475",1.04,"NIMBUS FISH HATCHERY",2012
